18, 1, 6, 2, 7, 3, 21, 4, 16, 3, 0, 2, 2, 6
13, 5, 13, 2, 4, 3, 10, 3, 15, 5, 1, 1, 2, 3
17, 0, 2, 2, 7, 4, 2, 1, 3, 1, 0, 0, 1, 3
0, 0, 3, 3, 5, 0, 5, 5, 1, 0, 0, 1, 3, 0
11, 5, 12, 3, 1, 0, 3, 1, 20, 1, 2, 2, 1, 2
21, 4, 8, 3, 7, 0, 13, 4, 21, 1, 2, 2, 1, 2
5, 3, 5, 2, 17, 0, 4, 2, 8, 5, 2, 2, 1, 0
0, 2, 10, 1, 10, 3, 7, 0, 9, 5, 2, 2, 1, 3
10, 3, 1, 1, 5, 4, 0, 0, 5, 4, 1, 1, 0, 6
18, 0, 17, 0, 8, 0, 19, 0, 19, 0, 2, 2, 1, 4
2, 2, 21, 0, 1, 1, 7, 1, 21, 0, 0, 1, 1, 4
14, 5, 14, 4, 0, 3, 16, 3, 16, 5, 2, 2, 1, 1
13, 1, 8, 3, 7, 4, 17, 4, 19, 4, 0, 1, 1, 2
8, 3, 3, 2, 14, 5, 0, 1, 13, 2, 2, 2, 2, 6
12, 4, 0, 4, 19, 2, 7, 1, 21, 0, 2, 2, 1, 0
9, 5, 14, 0, 0, 3, 4, 4, 21, 0, 1, 2, 2, 6
2, 3, 0, 0, 20, 3, 21, 3, 3, 0, 2, 1, 2, 3
0, 5, 17, 5, 10, 0, 16, 2, 2, 0, 1, 2, 1, 3
12, 3, 9, 0, 11, 2, 16, 2, 0, 1, 2, 1, 1, 0
14, 2, 17, 5, 12, 3, 20, 0, 1, 3, 1, 2, 1, 1
