9, 4, 12, 3, 0, 2, 15, 3, 0, 4, 2, 1, 1, 0
20, 2, 21, 4, 0, 1, 4, 2, 14, 2, 2, 1, 1, 0
21, 0, 14, 2, 0, 1, 18, 2, 17, 4, 2, 1, 1, 0
16, 3, 15, 2, 13, 3, 0, 5, 19, 4, 1, 1, 1, 0
15, 2, 13, 3, 9, 3, 16, 5, 0, 1, 1, 1, 1, 0
17, 1, 0, 1, 0, 3, 15, 2, 7, 1, 2, 1, 1, 0
16, 5, 0, 4, 5, 0, 12, 4, 10, 3, 1, 2, 1, 1
11, 4, 15, 1, 5, 2, 10, 1, 21, 2, 1, 2, 1, 2
15, 4, 19, 3, 13, 1, 18, 3, 0, 0, 2, 1, 1, 0
21, 2, 17, 2, 17, 5, 7, 1, 21, 5, 1, 1, 1, 0
21, 0, 0, 5, 15, 5, 20, 2, 0, 0, 2, 2, 1, 0
21, 0, 12, 2, 15, 3, 6, 2, 11, 4, 1, 1, 1, 1
19, 5, 21, 2, 17, 0, 11, 5, 9, 1, 1, 1, 1, 1
21, 4, 0, 4, 16, 4, 13, 5, 17, 1, 2, 1, 1, 0
19, 5, 18, 4, 0, 0, 18, 4, 8, 1, 1, 2, 1, 2
