14, 2, 12, 0, 4, 2, 12, 2, 12, 0, 1, 1, 2, 4
11, 0, 16, 1, 5, 4, 8, 0, 6, 0, 1, 2, 1, 2
0, 0, 18, 0, 18, 0, 18, 5, 18, 5, 2, 2, 1, 2
10, 3, 18, 1, 10, 3, 10, 1, 14, 4, 1, 2, 1, 1
0, 1, 12, 2, 10, 2, 10, 4, 0, 2, 2, 1, 2, 3
16, 3, 20, 1, 16, 0, 4, 1, 11, 1, 1, 1, 1, 2
13, 0, 14, 0, 14, 0, 13, 3, 18, 0, 1, 1, 2, 4
9, 0, 20, 4, 17, 0, 15, 4, 15, 2, 1, 2, 1, 1
15, 5, 7, 2, 11, 2, 15, 4, 15, 2, 2, 2, 1, 3
0, 3, 17, 1, 17, 2, 20, 2, 21, 5, 2, 2, 1, 2
11, 1, 21, 4, 11, 4, 11, 2, 20, 3, 1, 1, 2, 3
6, 2, 19, 0, 21, 1, 5, 2, 17, 2, 1, 1, 1, 0
20, 3, 15, 3, 0, 0, 21, 3, 12, 3, 1, 2, 1, 3
0, 0, 16, 3, 20, 4, 13, 3, 16, 4, 2, 1, 2, 3
17, 1, 5, 2, 8, 3, 7, 1, 14, 4, 1, 2, 2, 5
13, 4, 13, 3, 21, 3, 5, 0, 15, 4, 1, 1, 1, 1
10, 1, 13, 1, 10, 4, 10, 1, 2, 1, 1, 2, 1, 2
18, 3, 17, 2, 14, 3, 11, 1, 12, 4, 1, 2, 1, 2
15, 4, 0, 4, 0, 1, 15, 4, 3, 1, 2, 1, 2, 2
0, 3, 12, 4, 21, 4, 4, 0, 5, 3, 2, 1, 2, 3
