14, 2, 16, 1, 10, 3, 14, 2, 10, 5, 1, 2, 1, 4
13, 2, 16, 0, 11, 3, 9, 2, 13, 2, 1, 2, 1, 2
14, 3, 10, 3, 8, 1, 17, 3, 21, 2, 1, 1, 1, 0
19, 3, 4, 3, 19, 0, 8, 5, 7, 4, 1, 1, 1, 0
21, 2, 20, 3, 9, 3, 10, 3, 15, 3, 1, 1, 1, 0
19, 1, 11, 3, 18, 2, 13, 2, 9, 5, 1, 1, 1, 0
0, 4, 13, 0, 15, 2, 12, 2, 11, 1, 1, 2, 1, 4
9, 3, 8, 0, 13, 2, 11, 3, 6, 0, 1, 1, 1, 1
16, 2, 13, 2, 5, 4, 18, 0, 13, 2, 1, 2, 1, 2
10, 1, 9, 4, 14, 2, 18, 2, 11, 1, 1, 2, 1, 2
10, 1, 16, 1, 15, 5, 8, 2, 10, 5, 1, 2, 1, 3
7, 3, 12, 4, 20, 1, 15, 4, 16, 2, 1, 2, 1, 2
7, 2, 3, 3, 8, 0, 15, 4, 10, 0, 1, 2, 1, 2
9, 4, 5, 3, 7, 2, 5, 4, 12, 5, 1, 2, 1, 0
11, 2, 6, 2, 0, 2, 18, 0, 12, 4, 2, 1, 2, 2
10, 2, 12, 2, 8, 1, 10, 2, 11, 4, 1, 2, 1, 2
16, 3, 7, 2, 16, 0, 6, 1, 12, 3, 1, 1, 1, 1
8, 2, 10, 2, 15, 2, 5, 3, 11, 3, 2, 2, 1, 3
9, 1, 8, 3, 15, 1, 3, 3, 4, 1, 1, 1, 1, 0
0, 4, 11, 2, 6, 3, 13, 2, 17, 2, 1, 1, 1, 1
