8, 5, 18, 1, 20, 2, 0, 2, 11, 1, 1, 2, 1, 1
0, 4, 17, 3, 6, 3, 6, 2, 8, 0, 1, 2, 1, 0
21, 5, 10, 4, 11, 0, 3, 2, 21, 3, 2, 1, 2, 4
17, 1, 15, 3, 19, 5, 20, 2, 0, 4, 1, 2, 1, 2
7, 2, 5, 0, 4, 2, 8, 1, 0, 1, 1, 1, 2, 3
0, 0, 19, 3, 17, 4, 7, 2, 19, 2, 1, 2, 1, 2
21, 1, 17, 5, 9, 2, 21, 5, 9, 3, 2, 2, 2, 6
13, 5, 20, 1, 0, 3, 21, 1, 10, 5, 2, 1, 2, 3
21, 3, 13, 3, 10, 0, 16, 1, 12, 3, 1, 2, 1, 3
20, 3, 0, 4, 3, 2, 16, 1, 6, 2, 1, 1, 1, 1
5, 3, 4, 4, 20, 1, 0, 4, 6, 5, 1, 2, 2, 5
8, 4, 15, 0, 16, 1, 0, 4, 15, 3, 2, 1, 2, 2
20, 2, 3, 0, 17, 1, 3, 4, 20, 4, 1, 2, 1, 2
18, 2, 12, 2, 4, 3, 12, 2, 0, 4, 1, 2, 1, 3
9, 2, 0, 5, 15, 3, 20, 4, 18, 1, 0, 1, 2, 5
15, 3, 13, 4, 9, 1, 17, 5, 3, 0, 0, 2, 1, 2
19, 2, 12, 3, 13, 0, 20, 1, 5, 1, 1, 1, 1, 1
18, 3, 14, 4, 13, 4, 3, 4, 14, 4, 1, 1, 1, 0
19, 2, 18, 4, 21, 0, 7, 3, 10, 4, 1, 2, 1, 2
10, 2, 11, 2, 0, 0, 8, 1, 0, 3, 2, 1, 2, 2
